raw_values,node,time_idx,series,node_values
-0.999,-456.394,755,0,-456.394
-0.999,-457.393,756,0,-457.393
-0.999,-458.392,757,0,-458.392
-0.999,-459.391,758,0,-459.391
-0.999,-460.39,759,0,-460.39
-0.999,-461.389,760,0,-461.389
-0.999,-462.388,761,0,-462.388
-0.999,-463.387,762,0,-463.387
-0.999,-464.386,763,0,-464.386
-0.999,-465.385,764,0,-465.385
-0.999,-466.384,765,0,-466.384
1,-465.384,766,0,-465.384
-0.999,-466.383,767,0,-466.383
-0.999,-467.382,768,0,-467.382
-0.999,-468.381,769,0,-468.381
-0.999,-469.38,770,0,-469.38
-0.999,-470.379,771,0,-470.379
1,-469.379,772,0,-469.379
-0.999,-470.378,773,0,-470.378
1,-469.378,774,0,-469.378
-0.999,-470.377,775,0,-470.377
-0.999,-471.376,776,0,-471.376
1,-470.376,777,0,-470.376
-0.999,-471.375,778,0,-471.375
-0.999,-472.374,779,0,-472.374
-0.999,-473.373,780,0,-473.373
-0.999,-474.372,781,0,-474.372
-0.999,-475.371,782,0,-475.371
-0.999,-476.37,783,0,-476.37
1,-475.37,784,0,-475.37
-0.999,-476.369,785,0,-476.369
-0.999,-477.368,786,0,-477.368
-0.999,-478.367,787,0,-478.367
-0.999,-479.366,788,0,-479.366
-0.999,-480.365,789,0,-480.365
-0.999,-481.364,790,0,-481.364
-0.999,-482.363,791,0,-482.363
-0.999,-483.362,792,0,-483.362
1,-482.362,793,0,-482.362
-0.999,-483.361,794,0,-483.361
1,-482.361,795,0,-482.361
-0.999,-483.36,796,0,-483.36
1,-482.36,797,0,-482.36
-0.999,-483.359,798,0,-483.359
1,-482.359,799,0,-482.359
-0.999,-483.358,800,0,-483.358
-0.999,-484.357,801,0,-484.357
-0.999,-485.356,802,0,-485.356
-0.999,-486.355,803,0,-486.355
-0.999,-487.354,804,0,-487.354
-0.999,-488.353,805,0,-488.353
-0.999,-489.352,806,0,-489.352
-0.999,-490.351,807,0,-490.351
1,-489.351,808,0,-489.351
-0.999,-490.35,809,0,-490.35
-0.999,-491.349,810,0,-491.349
-0.999,-492.348,811,0,-492.348
1,-491.348,812,0,-491.348
-0.999,-492.347,813,0,-492.347
1,-491.347,814,0,-491.347
-0.999,-492.346,815,0,-492.346
1,-491.346,816,0,-491.346
-0.999,-492.345,817,0,-492.345
1,-491.345,818,0,-491.345
-0.999,-492.344,819,0,-492.344
-0.999,-493.343,820,0,-493.343
1,-492.343,821,0,-492.343
-0.999,-493.342,822,0,-493.342
-0.999,-494.341,823,0,-494.341
-0.999,-495.34,824,0,-495.34
-0.999,-496.339,825,0,-496.339
-0.999,-497.338,826,0,-497.338
-0.999,-498.337,827,0,-498.337
-0.999,-499.336,828,0,-499.336
1,-498.336,829,0,-498.336
-0.999,-499.335,830,0,-499.335
-0.999,-500.334,831,0,-500.334
-0.999,-501.333,832,0,-501.333
-0.999,-502.332,833,0,-502.332
1,-501.332,834,0,-501.332
-0.999,-502.331,835,0,-502.331
1,-501.331,836,0,-501.331
-0.999,-502.33,837,0,-502.33
-0.999,-503.329,838,0,-503.329
-0.999,-504.328,839,0,-504.328
-0.999,-505.327,840,0,-505.327
-0.999,-506.326,841,0,-506.326
-0.999,-507.325,842,0,-507.325
-0.999,-508.324,843,0,-508.324
-0.999,-509.323,844,0,-509.323
-0.999,-510.322,845,0,-510.322
-0.999,-511.321,846,0,-511.321
1,-510.321,847,0,-510.321
-0.999,-511.32,848,0,-511.32
1,-510.32,849,0,-510.32
-0.999,-511.319,850,0,-511.319
-0.999,-512.318,851,0,-512.318
-0.999,-513.317,852,0,-513.317
-0.999,-514.316,853,0,-514.316
-0.999,-515.315,854,0,-515.315
-0.999,-516.314,855,0,-516.314
-0.999,-517.313,856,0,-517.313
-0.999,-518.312,857,0,-518.312
-0.999,-519.311,858,0,-519.311
1,-518.311,859,0,-518.311
-0.999,-519.31,860,0,-519.31
-0.999,-520.309,861,0,-520.309
-0.999,-521.308,862,0,-521.308
-0.999,-522.307,863,0,-522.307
-0.999,-523.306,864,0,-523.306
1,-522.306,865,0,-522.306
-0.999,-523.305,866,0,-523.305
1,-522.305,867,0,-522.305
-0.999,-523.304,868,0,-523.304
1,-522.304,869,0,-522.304
-0.999,-523.303,870,0,-523.303
-0.999,-524.302,871,0,-524.302
-0.999,-525.301,872,0,-525.301
1,-524.301,873,0,-524.301
-0.999,-525.3,874,0,-525.3
1,-524.3,875,0,-524.3
-0.999,-525.299,876,0,-525.299
-0.999,-526.298,877,0,-526.298
1,-525.298,878,0,-525.298
-0.999,-526.297,879,0,-526.297
-0.999,-527.296,880,0,-527.296
1,-526.296,881,0,-526.296
-0.999,-527.295,882,0,-527.295
-0.999,-528.294,883,0,-528.294
1,-527.294,884,0,-527.294
-0.999,-528.293,885,0,-528.293
-0.999,-529.292,886,0,-529.292
-0.999,-530.291,887,0,-530.291
-0.999,-531.29,888,0,-531.29
-0.999,-532.289,889,0,-532.289
-0.999,-533.288,890,0,-533.288
-0.999,-534.287,891,0,-534.287
1,-533.287,892,0,-533.287
-0.999,-534.286,893,0,-534.286
1,-533.286,894,0,-533.286
-0.999,-534.285,895,0,-534.285
1,-533.285,896,0,-533.285
-0.999,-534.284,897,0,-534.284
-0.999,-535.283,898,0,-535.283
-0.999,-536.282,899,0,-536.282
-0.999,-537.281,900,0,-537.281
1,-536.281,901,0,-536.281
-0.999,-537.28,902,0,-537.28
-0.999,-538.279,903,0,-538.279
-0.999,-539.278,904,0,-539.278
-0.999,-540.277,905,0,-540.277
-0.999,-541.276,906,0,-541.276
1,-540.276,907,0,-540.276
-0.999,-541.275,908,0,-541.275
-0.999,-542.274,909,0,-542.274
-0.999,-543.273,910,0,-543.273
-0.999,-544.272,911,0,-544.272
-0.999,-545.271,912,0,-545.271
-0.999,-546.27,913,0,-546.27
-0.999,-547.269,914,0,-547.269
1,-546.269,915,0,-546.269
-0.999,-547.268,916,0,-547.268
-0.999,-548.267,917,0,-548.267
-0.999,-549.266,918,0,-549.266
1,-548.266,919,0,-548.266
-0.999,-549.265,920,0,-549.265
-0.999,-550.264,921,0,-550.264
-0.999,-551.263,922,0,-551.263
-0.999,-552.262,923,0,-552.262
-0.999,-553.261,924,0,-553.261
-0.999,-554.26,925,0,-554.26
-0.999,-555.259,926,0,-555.259
-0.999,-556.258,927,0,-556.258
-0.999,-557.257,928,0,-557.257
-0.999,-558.256,929,0,-558.256
1,-557.256,930,0,-557.256
-0.999,-558.255,931,0,-558.255
-0.999,-559.254,932,0,-559.254
-0.999,-560.253,933,0,-560.253
-0.999,-561.252,934,0,-561.252
-0.999,-562.251,935,0,-562.251
-0.999,-563.25,936,0,-563.25
-0.999,-564.249,937,0,-564.249
-0.999,-565.248,938,0,-565.248
-0.999,-566.247,939,0,-566.247
1,-565.247,940,0,-565.247
-0.999,-566.246,941,0,-566.246
1,-565.246,942,0,-565.246
-0.999,-566.245,943,0,-566.245
-0.999,-567.244,944,0,-567.244
-0.999,-568.243,945,0,-568.243
1,-567.243,946,0,-567.243
-0.999,-568.242,947,0,-568.242
-0.999,-569.241,948,0,-569.241
-0.999,-570.24,949,0,-570.24
-0.999,-571.239,950,0,-571.239
-0.999,-572.238,951,0,-572.238
-0.999,-573.237,952,0,-573.237
-0.999,-574.236,953,0,-574.236
-0.999,-575.235,954,0,-575.235
-0.999,-576.234,955,0,-576.234
-0.999,-577.233,956,0,-577.233
-0.999,-578.232,957,0,-578.232
-0.999,-579.231,958,0,-579.231
-0.999,-580.23,959,0,-580.23
-0.999,-581.229,960,0,-581.229
-0.999,-582.228,961,0,-582.228
1,-581.228,962,0,-581.228
-0.999,-582.227,963,0,-582.227
1,-581.227,964,0,-581.227
-0.999,-582.226,965,0,-582.226
1,-581.226,966,0,-581.226
-0.999,-582.225,967,0,-582.225
-0.999,-583.224,968,0,-583.224
-0.999,-584.223,969,0,-584.223
-0.999,-585.222,970,0,-585.222
-0.999,-586.221,971,0,-586.221
1,-585.221,972,0,-585.221
-0.999,-586.22,973,0,-586.22
-0.999,-587.219,974,0,-587.219
-0.999,-588.218,975,0,-588.218
-0.999,-589.217,976,0,-589.217
-0.999,-590.216,977,0,-590.216
-0.999,-591.215,978,0,-591.215
-0.999,-592.214,979,0,-592.214
1,-591.214,980,0,-591.214
-0.999,-592.213,981,0,-592.213
1,-591.213,982,0,-591.213
-0.999,-592.212,983,0,-592.212
-0.999,-593.211,984,0,-593.211
-0.999,-594.21,985,0,-594.21
-0.999,-595.209,986,0,-595.209
1,-594.209,987,0,-594.209
-0.999,-595.208,988,0,-595.208
-0.999,-596.207,989,0,-596.207
-0.999,-597.206,990,0,-597.206
-0.999,-598.205,991,0,-598.205
-0.999,-599.204,992,0,-599.204
-0.999,-600.203,993,0,-600.203
-0.999,-601.202,994,0,-601.202
-0.999,-602.201,995,0,-602.201
-0.999,-603.2,996,0,-603.2
-0.999,-604.199,997,0,-604.199
-0.999,-605.198,998,0,-605.198
-0.999,-606.197,999,0,-606.197
1,-605.197,1000,0,-605.197
-0.999,-606.196,1001,0,-606.196
1,-605.196,1002,0,-605.196
-0.999,-606.195,1003,0,-606.195
-0.999,-607.194,1004,0,-607.194
-0.999,-608.193,1005,0,-608.193
-0.999,-609.192,1006,0,-609.192
-0.999,-610.191,1007,0,-610.191
1,-609.191,1008,0,-609.191
-0.999,-610.19,1009,0,-610.19
-0.999,-611.189,1010,0,-611.189
-0.999,-612.188,1011,0,-612.188
-0.999,-613.187,1012,0,-613.187
-0.999,-614.186,1013,0,-614.186
1,-613.186,1014,0,-613.186
-0.999,-614.185,1015,0,-614.185
-0.999,-615.184,1016,0,-615.184
-0.999,-616.183,1017,0,-616.183
-0.999,-617.182,1018,0,-617.182
-0.999,-618.181,1019,0,-618.181
-0.999,-619.18,1020,0,-619.18
-0.999,-620.179,1021,0,-620.179
-0.999,-621.178,1022,0,-621.178
1,-620.178,1023,0,-620.178
-0.999,-621.177,1024,0,-621.177
-0.999,-622.176,1025,0,-622.176
1,-621.176,1026,0,-621.176
-0.999,-622.175,1027,0,-622.175
1,-621.175,1028,0,-621.175
-0.999,-622.174,1029,0,-622.174
-0.999,-623.173,1030,0,-623.173
-0.999,-624.172,1031,0,-624.172
-0.999,-625.171,1032,0,-625.171
-0.999,-626.17,1033,0,-626.17
-0.999,-627.169,1034,0,-627.169
-0.999,-628.168,1035,0,-628.168
-0.999,-629.167,1036,0,-629.167
1,-628.167,1037,0,-628.167
-0.999,-629.166,1038,0,-629.166
-0.999,-630.165,1039,0,-630.165
-0.999,-631.164,1040,0,-631.164
-0.999,-632.163,1041,0,-632.163
-0.999,-633.162,1042,0,-633.162
-0.999,-634.161,1043,0,-634.161
-0.999,-635.16,1044,0,-635.16
-0.999,-636.159,1045,0,-636.159
-0.999,-637.158,1046,0,-637.158
-0.999,-638.157,1047,0,-638.157
-0.999,-639.156,1048,0,-639.156
1,-638.156,1049,0,-638.156
-0.999,-639.155,1050,0,-639.155
-0.999,-640.154,1051,0,-640.154
1,-639.154,1052,0,-639.154
1,-638.154,1053,0,-638.154
-0.999,-639.153,1054,0,-639.153
-0.999,-640.152,1055,0,-640.152
1,-639.152,1056,0,-639.152
-0.999,-640.151,1057,0,-640.151
1,-639.151,1058,0,-639.151
1,-638.151,1059,0,-638.151
-0.999,-639.15,1060,0,-639.15
1,-638.15,1061,0,-638.15
-0.999,-639.149,1062,0,-639.149
-0.999,-640.148,1063,0,-640.148
-0.999,-641.147,1064,0,-641.147
-0.999,-642.146,1065,0,-642.146
-0.999,-643.145,1066,0,-643.145
-0.999,-644.144,1067,0,-644.144
-0.999,-645.143,1068,0,-645.143
-0.999,-646.142,1069,0,-646.142
-0.999,-647.141,1070,0,-647.141
-0.999,-648.14,1071,0,-648.14
1,-647.14,1072,0,-647.14
-0.999,-648.139,1073,0,-648.139
-0.999,-649.138,1074,0,-649.138
-0.999,-650.137,1075,0,-650.137
-0.999,-651.136,1076,0,-651.136
1,-650.136,1077,0,-650.136
-0.999,-651.135,1078,0,-651.135
-0.999,-652.134,1079,0,-652.134
-0.999,-653.133,1080,0,-653.133
-0.999,-654.132,1081,0,-654.132
1,-653.132,1082,0,-653.132
-0.999,-654.131,1083,0,-654.131
-0.999,-655.13,1084,0,-655.13
1,-654.13,1085,0,-654.13
-0.999,-655.129,1086,0,-655.129
-0.999,-656.128,1087,0,-656.128
-0.999,-657.127,1088,0,-657.127
1,-656.127,1089,0,-656.127
-0.999,-657.126,1090,0,-657.126
-0.999,-658.125,1091,0,-658.125
-0.999,-659.124,1092,0,-659.124
-0.999,-660.123,1093,0,-660.123
-0.999,-661.122,1094,0,-661.122
-0.999,-662.121,1095,0,-662.121
-0.999,-663.12,1096,0,-663.12
1,-662.12,1097,0,-662.12
-0.999,-663.119,1098,0,-663.119
-0.999,-664.118,1099,0,-664.118
-0.999,-665.117,1100,0,-665.117
-0.999,-666.116,1101,0,-666.116
-0.999,-667.115,1102,0,-667.115
-0.999,-668.114,1103,0,-668.114
-0.999,-669.113,1104,0,-669.113
-0.999,-670.112,1105,0,-670.112
-0.999,-671.111,1106,0,-671.111
-0.999,-672.11,1107,0,-672.11
-0.999,-673.109,1108,0,-673.109
1,-672.109,1109,0,-672.109
-0.999,-673.108,1110,0,-673.108
1,-672.108,1111,0,-672.108
-0.999,-673.107,1112,0,-673.107
-0.999,-674.106,1113,0,-674.106
-0.999,-675.105,1114,0,-675.105
-0.999,-676.104,1115,0,-676.104
-0.999,-677.103,1116,0,-677.103
-0.999,-678.102,1117,0,-678.102
1,-677.102,1118,0,-677.102
-0.999,-678.101,1119,0,-678.101
-0.999,-679.1,1120,0,-679.1
-0.999,-680.099,1121,0,-680.099
-0.999,-681.098,1122,0,-681.098
-0.999,-682.097,1123,0,-682.097
1,-681.097,1124,0,-681.097
-0.999,-682.096,1125,0,-682.096
-0.999,-683.095,1126,0,-683.095
-0.999,-684.094,1127,0,-684.094
-0.999,-685.093,1128,0,-685.093
-0.999,-686.092,1129,0,-686.092
1,-685.092,1130,0,-685.092
-0.999,-686.091,1131,0,-686.091
1,-685.091,1132,0,-685.091
-0.999,-686.09,1133,0,-686.09
-0.999,-687.089,1134,0,-687.089
-0.999,-688.088,1135,0,-688.088
-0.999,-689.087,1136,0,-689.087
1,-688.087,1137,0,-688.087
-0.999,-689.086,1138,0,-689.086
1,-688.086,1139,0,-688.086
-0.999,-689.085,1140,0,-689.085
1,-688.085,1141,0,-688.085
-0.999,-689.084,1142,0,-689.084
1,-688.084,1143,0,-688.084
-0.999,-689.083,1144,0,-689.083
1,-688.083,1145,0,-688.083
-0.999,-689.082,1146,0,-689.082
1,-688.082,1147,0,-688.082
-0.999,-689.081,1148,0,-689.081
-0.999,-690.08,1149,0,-690.08
1,-689.08,1150,0,-689.08
-0.999,-690.079,1151,0,-690.079
-0.999,-691.078,1152,0,-691.078
-0.999,-692.077,1153,0,-692.077
-0.999,-693.076,1154,0,-693.076
-0.999,-694.075,1155,0,-694.075
-0.999,-695.074,1156,0,-695.074
-0.999,-696.073,1157,0,-696.073
-0.999,-697.072,1158,0,-697.072
-0.999,-698.071,1159,0,-698.071
-0.999,-699.07,1160,0,-699.07
1,-698.07,1161,0,-698.07
-0.999,-699.069,1162,0,-699.069
-0.999,-700.068,1163,0,-700.068
-0.999,-701.067,1164,0,-701.067
-0.999,-702.066,1165,0,-702.066
-0.999,-703.065,1166,0,-703.065
-0.999,-704.064,1167,0,-704.064
-0.999,-705.063,1168,0,-705.063
1,-704.063,1169,0,-704.063
-0.999,-705.062,1170,0,-705.062
1,-704.062,1171,0,-704.062
-0.999,-705.061,1172,0,-705.061
-0.999,-706.06,1173,0,-706.06
-0.999,-707.059,1174,0,-707.059
-0.999,-708.058,1175,0,-708.058
-0.999,-709.057,1176,0,-709.057
-0.999,-710.056,1177,0,-710.056
-0.999,-711.055,1178,0,-711.055
1,-710.055,1179,0,-710.055
-0.999,-711.054,1180,0,-711.054
1,-710.054,1181,0,-710.054
-0.999,-711.053,1182,0,-711.053
-0.999,-712.052,1183,0,-712.052
-0.999,-713.051,1184,0,-713.051
-0.999,-714.05,1185,0,-714.05
-0.999,-715.049,1186,0,-715.049
-0.999,-716.048,1187,0,-716.048
-0.999,-717.047,1188,0,-717.047
1,-716.047,1189,0,-716.047
-0.999,-717.046,1190,0,-717.046
1,-716.046,1191,0,-716.046
1,-715.046,1192,0,-715.046
-0.999,-716.045,1193,0,-716.045
-0.999,-717.044,1194,0,-717.044
-0.999,-718.043,1195,0,-718.043
1,-717.043,1196,0,-717.043
-0.999,-718.042,1197,0,-718.042
-0.999,-719.041,1198,0,-719.041
-0.999,-720.04,1199,0,-720.04
-0.999,-721.039,1200,0,-721.039
-0.999,-722.038,1201,0,-722.038
-0.999,-723.037,1202,0,-723.037
-0.999,-724.036,1203,0,-724.036
-0.999,-725.035,1204,0,-725.035
-0.999,-726.034,1205,0,-726.034
-0.999,-727.033,1206,0,-727.033
1,-726.033,1207,0,-726.033
-0.999,-727.032,1208,0,-727.032
-0.999,-728.031,1209,0,-728.031
-0.999,-729.03,1210,0,-729.03
-0.999,-730.029,1211,0,-730.029
-0.999,-731.028,1212,0,-731.028
1,-730.028,1213,0,-730.028
-0.999,-731.027,1214,0,-731.027
1,-730.027,1215,0,-730.027
1,-729.027,1216,0,-729.027
-0.999,-730.026,1217,0,-730.026
1,-729.026,1218,0,-729.026
-0.999,-730.025,1219,0,-730.025
-0.999,-731.024,1220,0,-731.024
1,-730.024,1221,0,-730.024
-0.999,-731.023,1222,0,-731.023
1,-730.023,1223,0,-730.023
-0.999,-731.022,1224,0,-731.022
1,-730.022,1225,0,-730.022
-0.999,-731.021,1226,0,-731.021
1,-730.021,1227,0,-730.021
-0.999,-731.02,1228,0,-731.02
-0.999,-732.019,1229,0,-732.019
-0.999,-733.018,1230,0,-733.018
-0.999,-734.017,1231,0,-734.017
1,-733.017,1232,0,-733.017
-0.999,-734.016,1233,0,-734.016
-0.999,-735.015,1234,0,-735.015
-0.999,-736.014,1235,0,-736.014
-0.999,-737.013,1236,0,-737.013
-0.999,-738.012,1237,0,-738.012
1,-737.012,1238,0,-737.012
-0.999,-738.011,1239,0,-738.011
-0.999,-739.01,1240,0,-739.01
-0.999,-740.009,1241,0,-740.009
-0.999,-741.008,1242,0,-741.008
-0.999,-742.007,1243,0,-742.007
-0.999,-743.006,1244,0,-743.006
-0.999,-744.005,1245,0,-744.005
-0.999,-745.004,1246,0,-745.004
1,-744.004,1247,0,-744.004
-0.999,-745.003,1248,0,-745.003
-0.999,-746.002,1249,0,-746.002
-0.999,-747.001,1250,0,-747.001
-0.999,-748,1251,0,-748
-0.999,-748.999,1252,0,-748.999
-0.999,-749.998,1253,0,-749.998
-0.999,-750.997,1254,0,-750.997
-0.999,-751.996,1255,0,-751.996
-0.999,-752.995,1256,0,-752.995
-0.999,-753.994,1257,0,-753.994
-0.999,-754.993,1258,0,-754.993
-0.999,-755.992,1259,0,-755.992
-0.999,-756.991,1260,0,-756.991
1,-755.991,1261,0,-755.991
-0.999,-756.99,1262,0,-756.99
-0.999,-757.989,1263,0,-757.989
-0.999,-758.988,1264,0,-758.988
-0.999,-759.987,1265,0,-759.987
-0.999,-760.986,1266,0,-760.986
1,-759.986,1267,0,-759.986
-0.999,-760.985,1268,0,-760.985
-0.999,-761.984,1269,0,-761.984
-0.999,-762.983,1270,0,-762.983
-0.999,-763.982,1271,0,-763.982
-0.999,-764.981,1272,0,-764.981
-0.999,-765.98,1273,0,-765.98
1,-764.98,1274,0,-764.98
-0.999,-765.979,1275,0,-765.979
-0.999,-766.978,1276,0,-766.978
-0.999,-767.977,1277,0,-767.977
1,-766.977,1278,0,-766.977
-0.999,-767.976,1279,0,-767.976
-0.999,-768.975,1280,0,-768.975
-0.999,-769.974,1281,0,-769.974
1,-768.974,1282,0,-768.974
-0.999,-769.973,1283,0,-769.973
-0.999,-770.972,1284,0,-770.972
-0.999,-771.971,1285,0,-771.971
-0.999,-772.97,1286,0,-772.97
-0.999,-773.969,1287,0,-773.969
1,-772.969,1288,0,-772.969
-0.999,-773.968,1289,0,-773.968
-0.999,-774.967,1290,0,-774.967
-0.999,-775.966,1291,0,-775.966
-0.999,-776.965,1292,0,-776.965
1,-775.965,1293,0,-775.965
-0.999,-776.964,1294,0,-776.964
1,-775.964,1295,0,-775.964
1,-774.964,1296,0,-774.964
-0.999,-775.963,1297,0,-775.963
-0.999,-776.962,1298,0,-776.962
-0.999,-777.961,1299,0,-777.961
-0.999,-778.96,1300,0,-778.96
-0.999,-779.959,1301,0,-779.959
-0.999,-780.958,1302,0,-780.958
-0.999,-781.957,1303,0,-781.957
1,-780.957,1304,0,-780.957
-0.999,-781.956,1305,0,-781.956
1,-780.956,1306,0,-780.956
1,-779.956,1307,0,-779.956
-0.999,-780.955,1308,0,-780.955
-0.999,-781.954,1309,0,-781.954
-0.999,-782.953,1310,0,-782.953
-0.999,-783.952,1311,0,-783.952
-0.999,-784.951,1312,0,-784.951
-0.999,-785.95,1313,0,-785.95
-0.999,-786.949,1314,0,-786.949
1,-785.949,1315,0,-785.949
-0.999,-786.948,1316,0,-786.948
-0.999,-787.947,1317,0,-787.947
1,-786.947,1318,0,-786.947
-0.999,-787.946,1319,0,-787.946
1,-786.946,1320,0,-786.946
-0.999,-787.945,1321,0,-787.945
-0.999,-788.944,1322,0,-788.944
1,-787.944,1323,0,-787.944
-0.999,-788.943,1324,0,-788.943
1,-787.943,1325,0,-787.943
-0.999,-788.942,1326,0,-788.942
-0.999,-789.941,1327,0,-789.941
-0.999,-790.94,1328,0,-790.94
-0.999,-791.939,1329,0,-791.939
-0.999,-792.938,1330,0,-792.938
-0.999,-793.937,1331,0,-793.937
-0.999,-794.936,1332,0,-794.936
-0.999,-795.935,1333,0,-795.935
-0.999,-796.934,1334,0,-796.934
-0.999,-797.933,1335,0,-797.933
-0.999,-798.932,1336,0,-798.932
-0.999,-799.931,1337,0,-799.931
-0.999,-800.93,1338,0,-800.93
-0.999,-801.929,1339,0,-801.929
-0.999,-802.928,1340,0,-802.928
-0.999,-803.927,1341,0,-803.927
1,-802.927,1342,0,-802.927
-0.999,-803.926,1343,0,-803.926
-0.999,-804.925,1344,0,-804.925
-0.999,-805.924,1345,0,-805.924
-0.999,-806.923,1346,0,-806.923
-0.999,-807.922,1347,0,-807.922
-0.999,-808.921,1348,0,-808.921
-0.999,-809.92,1349,0,-809.92
1,-808.92,1350,0,-808.92
-0.999,-809.919,1351,0,-809.919
-0.999,-810.918,1352,0,-810.918
-0.999,-811.917,1353,0,-811.917
-0.999,-812.916,1354,0,-812.916
-0.999,-813.915,1355,0,-813.915
-0.999,-814.914,1356,0,-814.914
-0.999,-815.913,1357,0,-815.913
-0.999,-816.912,1358,0,-816.912
1,-815.912,1359,0,-815.912
-0.999,-816.911,1360,0,-816.911
-0.999,-817.91,1361,0,-817.91
-0.999,-818.909,1362,0,-818.909
-0.999,-819.908,1363,0,-819.908
-0.999,-820.907,1364,0,-820.907
-0.999,-821.906,1365,0,-821.906
-0.999,-822.905,1366,0,-822.905
1,-821.905,1367,0,-821.905
-0.999,-822.904,1368,0,-822.904
1,-821.904,1369,0,-821.904
-0.999,-822.903,1370,0,-822.903
-0.999,-823.902,1371,0,-823.902
1,-822.902,1372,0,-822.902
-0.999,-823.901,1373,0,-823.901
1,-822.901,1374,0,-822.901
-0.999,-823.9,1375,0,-823.9
-0.999,-824.899,1376,0,-824.899
-0.999,-825.898,1377,0,-825.898
-0.999,-826.897,1378,0,-826.897
-0.999,-827.896,1379,0,-827.896
-0.999,-828.895,1380,0,-828.895
-0.999,-829.894,1381,0,-829.894
-0.999,-830.893,1382,0,-830.893
-0.999,-831.892,1383,0,-831.892
-0.999,-832.891,1384,0,-832.891
1,-831.891,1385,0,-831.891
-0.999,-832.89,1386,0,-832.89
-0.999,-833.889,1387,0,-833.889
-0.999,-834.888,1388,0,-834.888
1,-833.888,1389,0,-833.888
-0.999,-834.887,1390,0,-834.887
-0.999,-835.886,1391,0,-835.886
1,-834.886,1392,0,-834.886
-0.999,-835.885,1393,0,-835.885
1,-834.885,1394,0,-834.885
1,-833.885,1395,0,-833.885
-0.999,-834.884,1396,0,-834.884
-0.999,-835.883,1397,0,-835.883
-0.999,-836.882,1398,0,-836.882
-0.999,-837.881,1399,0,-837.881
-0.999,-838.88,1400,0,-838.88
-0.999,-839.879,1401,0,-839.879
-0.999,-840.878,1402,0,-840.878
-0.999,-841.877,1403,0,-841.877
-0.999,-842.876,1404,0,-842.876
-0.999,-843.875,1405,0,-843.875
-0.999,-844.874,1406,0,-844.874
-0.999,-845.873,1407,0,-845.873
-0.999,-846.872,1408,0,-846.872
-0.999,-847.871,1409,0,-847.871
-0.999,-848.87,1410,0,-848.87
-0.999,-849.869,1411,0,-849.869
-0.999,-850.868,1412,0,-850.868
-0.999,-851.867,1413,0,-851.867
-0.999,-852.866,1414,0,-852.866
-0.999,-853.865,1415,0,-853.865
-0.999,-854.864,1416,0,-854.864
-0.999,-855.863,1417,0,-855.863
-0.999,-856.862,1418,0,-856.862
-0.999,-857.861,1419,0,-857.861
-0.999,-858.86,1420,0,-858.86
1,-857.86,1421,0,-857.86
-0.999,-858.859,1422,0,-858.859
-0.999,-859.858,1423,0,-859.858
1,-858.858,1424,0,-858.858
-0.999,-859.857,1425,0,-859.857
-0.999,-860.856,1426,0,-860.856
-0.999,-861.855,1427,0,-861.855
-0.999,-862.854,1428,0,-862.854
1,-861.854,1429,0,-861.854
-0.999,-862.853,1430,0,-862.853
1,-861.853,1431,0,-861.853
-0.999,-862.852,1432,0,-862.852
-0.999,-863.851,1433,0,-863.851
-0.999,-864.85,1434,0,-864.85
-0.999,-865.849,1435,0,-865.849
-0.999,-866.848,1436,0,-866.848
-0.999,-867.847,1437,0,-867.847
-0.999,-868.846,1438,0,-868.846
1,-867.846,1439,0,-867.846
-0.999,-868.845,1440,0,-868.845
1,-867.845,1441,0,-867.845
-0.999,-868.844,1442,0,-868.844
1,-867.844,1443,0,-867.844
1,-866.844,1444,0,-866.844
-0.999,-867.843,1445,0,-867.843
-0.999,-868.842,1446,0,-868.842
-0.999,-869.841,1447,0,-869.841
1,-868.841,1448,0,-868.841
-0.999,-869.84,1449,0,-869.84
-0.999,-870.839,1450,0,-870.839
-0.999,-871.838,1451,0,-871.838
-0.999,-872.837,1452,0,-872.837
-0.999,-873.836,1453,0,-873.836
-0.999,-874.835,1454,0,-874.835
-0.999,-875.834,1455,0,-875.834
-0.999,-876.833,1456,0,-876.833
-0.999,-877.832,1457,0,-877.832
-0.999,-878.831,1458,0,-878.831
1,-877.831,1459,0,-877.831
-0.999,-878.83,1460,0,-878.83
1,-877.83,1461,0,-877.83
-0.999,-878.829,1462,0,-878.829
1,-877.829,1463,0,-877.829
-0.999,-878.828,1464,0,-878.828
1,-877.828,1465,0,-877.828
-0.999,-878.827,1466,0,-878.827
-0.999,-879.826,1467,0,-879.826
1,-878.826,1468,0,-878.826
-0.999,-879.825,1469,0,-879.825
-0.999,-880.824,1470,0,-880.824
-0.999,-881.823,1471,0,-881.823
-0.999,-882.822,1472,0,-882.822
1,-881.822,1473,0,-881.822
-0.999,-882.821,1474,0,-882.821
1,-881.821,1475,0,-881.821
-0.999,-882.82,1476,0,-882.82
-0.999,-883.819,1477,0,-883.819
-0.999,-884.818,1478,0,-884.818
-0.999,-885.817,1479,0,-885.817
-0.999,-886.816,1480,0,-886.816
1,-885.816,1481,0,-885.816
-0.999,-886.815,1482,0,-886.815
-0.999,-887.814,1483,0,-887.814
-0.999,-888.813,1484,0,-888.813
-0.999,-889.812,1485,0,-889.812
-0.999,-890.811,1486,0,-890.811
-0.999,-891.81,1487,0,-891.81
