Raw Letters,Raw Values,time_idx,node_values,series
w,-0.999,590,-301.554,0
w,-0.999,591,-302.553,0
w,-0.999,592,-303.552,0
w,-0.999,593,-304.551,0
q,1,594,-303.551,0
w,-0.999,595,-304.55,0
w,-0.999,596,-305.549,0
w,-0.999,597,-306.548,0
w,-0.999,598,-307.547,0
w,-0.999,599,-308.546,0
w,-0.999,600,-309.545,0
w,-0.999,601,-310.544,0
q,1,602,-309.544,0
w,-0.999,603,-310.543,0
q,1,604,-309.543,0
w,-0.999,605,-310.542,0
q,1,606,-309.542,0
w,-0.999,607,-310.541,0
q,1,608,-309.541,0
w,-0.999,609,-310.54,0
q,1,610,-309.54,0
w,-0.999,611,-310.539,0
w,-0.999,612,-311.538,0
w,-0.999,613,-312.537,0
w,-0.999,614,-313.536,0
w,-0.999,615,-314.535,0
q,1,616,-313.535,0
w,-0.999,617,-314.534,0
q,1,618,-313.534,0
w,-0.999,619,-314.533,0
w,-0.999,620,-315.532,0
w,-0.999,621,-316.531,0
w,-0.999,622,-317.53,0
w,-0.999,623,-318.529,0
w,-0.999,624,-319.528,0
w,-0.999,625,-320.527,0
q,1,626,-319.527,0
w,-0.999,627,-320.526,0
q,1,628,-319.526,0
w,-0.999,629,-320.525,0
q,1,630,-319.525,0
w,-0.999,631,-320.524,0
q,1,632,-319.524,0
w,-0.999,633,-320.523,0
w,-0.999,634,-321.522,0
w,-0.999,635,-322.521,0
q,1,636,-321.521,0
w,-0.999,637,-322.52,0
q,1,638,-321.52,0
w,-0.999,639,-322.519,0
q,1,640,-321.519,0
w,-0.999,641,-322.518,0
q,1,642,-321.518,0
w,-0.999,643,-322.517,0
w,-0.999,644,-323.516,0
w,-0.999,645,-324.515,0
w,-0.999,646,-325.514,0
w,-0.999,647,-326.513,0
w,-0.999,648,-327.512,0
w,-0.999,649,-328.511,0
w,-0.999,650,-329.51,0
q,1,651,-328.51,0
w,-0.999,652,-329.509,0
w,-0.999,653,-330.508,0
w,-0.999,654,-331.507,0
w,-0.999,655,-332.506,0
w,-0.999,656,-333.505,0
w,-0.999,657,-334.504,0
q,1,658,-333.504,0
w,-0.999,659,-334.503,0
q,1,660,-333.503,0
w,-0.999,661,-334.502,0
w,-0.999,662,-335.501,0
q,1,663,-334.501,0
w,-0.999,664,-335.5,0
w,-0.999,665,-336.499,0
w,-0.999,666,-337.498,0
w,-0.999,667,-338.497,0
w,-0.999,668,-339.496,0
w,-0.999,669,-340.495,0
q,1,670,-339.495,0
w,-0.999,671,-340.494,0
w,-0.999,672,-341.493,0
w,-0.999,673,-342.492,0
q,1,674,-341.492,0
w,-0.999,675,-342.491,0
w,-0.999,676,-343.49,0
w,-0.999,677,-344.489,0
w,-0.999,678,-345.488,0
w,-0.999,679,-346.487,0
q,1,680,-345.487,0
w,-0.999,681,-346.486,0
q,1,682,-345.486,0
w,-0.999,683,-346.485,0
w,-0.999,684,-347.484,0
w,-0.999,685,-348.483,0
w,-0.999,686,-349.482,0
w,-0.999,687,-350.481,0
w,-0.999,688,-351.48,0
w,-0.999,689,-352.479,0
q,1,690,-351.479,0
w,-0.999,691,-352.478,0
w,-0.999,692,-353.477,0
q,1,693,-352.477,0
w,-0.999,694,-353.476,0
q,1,695,-352.476,0
w,-0.999,696,-353.475,0
w,-0.999,697,-354.474,0
w,-0.999,698,-355.473,0
w,-0.999,699,-356.472,0
w,-0.999,700,-357.471,0
w,-0.999,701,-358.47,0
w,-0.999,702,-359.469,0
q,1,703,-358.469,0
w,-0.999,704,-359.468,0
q,1,705,-358.468,0
w,-0.999,706,-359.467,0
w,-0.999,707,-360.466,0
w,-0.999,708,-361.465,0
w,-0.999,709,-362.464,0
q,1,710,-361.464,0
w,-0.999,711,-362.463,0
w,-0.999,712,-363.462,0
q,1,713,-362.462,0
w,-0.999,714,-363.461,0
q,1,715,-362.461,0
w,-0.999,716,-363.46,0
w,-0.999,717,-364.459,0
q,1,718,-363.459,0
w,-0.999,719,-364.458,0
q,1,720,-363.458,0
w,-0.999,721,-364.457,0
w,-0.999,722,-365.456,0
w,-0.999,723,-366.455,0
w,-0.999,724,-367.454,0
w,-0.999,725,-368.453,0
w,-0.999,726,-369.452,0
w,-0.999,727,-370.451,0
q,1,728,-369.451,0
w,-0.999,729,-370.45,0
w,-0.999,730,-371.449,0
w,-0.999,731,-372.448,0
w,-0.999,732,-373.447,0
w,-0.999,733,-374.446,0
w,-0.999,734,-375.445,0
w,-0.999,735,-376.444,0
w,-0.999,736,-377.443,0
w,-0.999,737,-378.442,0
q,1,738,-377.442,0
w,-0.999,739,-378.441,0
q,1,740,-377.441,0
w,-0.999,741,-378.44,0
w,-0.999,742,-379.439,0
w,-0.999,743,-380.438,0
w,-0.999,744,-381.437,0
w,-0.999,745,-382.436,0
q,1,746,-381.436,0
w,-0.999,747,-382.435,0
q,1,748,-381.435,0
w,-0.999,749,-382.434,0
w,-0.999,750,-383.433,0
w,-0.999,751,-384.432,0
w,-0.999,752,-385.431,0
w,-0.999,753,-386.43,0
w,-0.999,754,-387.429,0
q,1,755,-386.429,0
w,-0.999,756,-387.428,0
w,-0.999,757,-388.427,0
q,1,758,-387.427,0
w,-0.999,759,-388.426,0
w,-0.999,760,-389.425,0
q,1,761,-388.425,0
w,-0.999,762,-389.424,0
w,-0.999,763,-390.423,0
w,-0.999,764,-391.422,0
w,-0.999,765,-392.421,0
w,-0.999,766,-393.42,0
w,-0.999,767,-394.419,0
w,-0.999,768,-395.418,0
w,-0.999,769,-396.417,0
w,-0.999,770,-397.416,0
q,1,771,-396.416,0
w,-0.999,772,-397.415,0
w,-0.999,773,-398.414,0
q,1,774,-397.414,0
w,-0.999,775,-398.413,0
w,-0.999,776,-399.412,0
w,-0.999,777,-400.411,0
w,-0.999,778,-401.41,0
q,1,779,-400.41,0
w,-0.999,780,-401.409,0
q,1,781,-400.409,0
w,-0.999,782,-401.408,0
w,-0.999,783,-402.407,0
w,-0.999,784,-403.406,0
w,-0.999,785,-404.405,0
w,-0.999,786,-405.404,0
w,-0.999,787,-406.403,0
w,-0.999,788,-407.402,0
w,-0.999,789,-408.401,0
q,1,790,-407.401,0
w,-0.999,791,-408.4,0
w,-0.999,792,-409.399,0
w,-0.999,793,-410.398,0
w,-0.999,794,-411.397,0
w,-0.999,795,-412.396,0
w,-0.999,796,-413.395,0
